Date,Department,Available_Beds,Occupied_Beds,Bed_Occupancy_Rate,Doctors_Planned,Doctors_On_Duty,Nurses_Planned,Nurses_On_Duty,Emergency_Admissions
2022-09-21,Obstetrics,40,26,0.65,4,4,8,8,2
2022-09-21,Oncology,38,28,0.7368,4,4,8,8,3
2022-09-21,Orthopedics,48,37,0.7708,5,5,10,10,10
2022-09-21,Urology,30,22,0.7333,3,3,6,6,4
2022-09-22,Cardiology,44,35,0.7955,4,4,9,9,4
2022-09-22,General Surgery,42,35,0.8333,4,4,9,9,7
2022-09-22,Internal Medicine,64,54,0.8438,6,6,13,13,13
2022-09-22,Neurology,36,29,0.8056,4,3,8,8,12
2022-09-22,Obstetrics,40,27,0.675,4,4,8,7,5
2022-09-22,Oncology,38,28,0.7368,4,4,8,8,5
2022-09-22,Orthopedics,48,35,0.7292,5,5,10,9,6
2022-09-22,Urology,30,22,0.7333,3,3,6,6,4
2022-09-23,Cardiology,44,32,0.7273,4,4,9,9,10
2022-09-23,General Surgery,42,34,0.8095,4,4,9,9,7
2022-09-23,Internal Medicine,64,52,0.8125,6,6,13,12,4
2022-09-23,Neurology,36,26,0.7222,4,4,8,8,8
2022-09-23,Obstetrics,40,30,0.75,4,4,8,8,7
2022-09-23,Oncology,38,31,0.8158,4,4,8,8,9
2022-09-23,Orthopedics,48,40,0.8333,5,5,10,10,4
2022-09-23,Urology,30,20,0.6667,3,3,6,6,7
2022-09-24,Cardiology,44,33,0.75,4,4,9,9,12
2022-09-24,General Surgery,42,31,0.7381,4,4,9,8,6
2022-09-24,Internal Medicine,64,52,0.8125,6,6,13,13,5
2022-09-24,Neurology,36,25,0.6944,4,4,8,8,11
2022-09-24,Obstetrics,40,22,0.55,4,4,8,7,3
2022-09-24,Oncology,38,29,0.7632,4,4,8,8,8
2022-09-24,Orthopedics,48,34,0.7083,5,5,10,10,1
2022-09-24,Urology,30,22,0.7333,3,3,6,6,3
2022-09-25,Cardiology,44,33,0.75,4,4,9,9,6
2022-09-25,General Surgery,42,30,0.7143,4,4,9,8,6
2022-09-25,Internal Medicine,64,47,0.7344,6,5,13,12,3
2022-09-25,Neurology,36,29,0.8056,4,4,8,8,6
2022-09-25,Obstetrics,40,29,0.725,4,4,8,8,7
2022-09-25,Oncology,38,30,0.7895,4,4,8,8,6
2022-09-25,Orthopedics,48,36,0.75,5,5,10,10,4
2022-09-25,Urology,30,22,0.7333,3,3,6,5,8
2022-09-26,Cardiology,44,28,0.6364,4,4,9,9,8
2022-09-26,General Surgery,42,31,0.7381,4,4,9,9,6
2022-09-26,Internal Medicine,64,50,0.7812,6,6,13,13,4
2022-09-26,Neurology,36,27,0.75,4,4,8,7,7
2022-09-26,Obstetrics,40,28,0.7,4,4,8,7,10
2022-09-26,Oncology,38,29,0.7632,4,4,8,7,5
2022-09-26,Orthopedics,48,36,0.75,5,5,10,10,11
2022-09-26,Urology,30,22,0.7333,3,3,6,6,5
2022-09-27,Cardiology,44,31,0.7045,4,4,9,9,10
2022-09-27,General Surgery,42,30,0.7143,4,4,9,9,7
2022-09-27,Internal Medicine,64,50,0.7812,6,6,13,13,3
2022-09-27,Neurology,36,30,0.8333,4,4,8,8,9
2022-09-27,Obstetrics,40,26,0.65,4,4,8,8,8
2022-09-27,Oncology,38,32,0.8421,4,4,8,8,2
2022-09-27,Orthopedics,48,36,0.75,5,5,10,10,3
2022-09-27,Urology,30,20,0.6667,3,3,6,5,5
2022-09-28,Cardiology,44,35,0.7955,4,4,9,9,10
2022-09-28,General Surgery,42,30,0.7143,4,4,9,9,5
2022-09-28,Internal Medicine,64,50,0.7812,6,6,13,13,9
2022-09-28,Neurology,36,26,0.7222,4,4,8,8,6
2022-09-28,Obstetrics,40,27,0.675,4,4,8,8,6
2022-09-28,Oncology,38,31,0.8158,4,4,8,8,5
2022-09-28,Orthopedics,48,38,0.7917,5,5,10,9,3
2022-09-28,Urology,30,21,0.7,3,3,6,5,6
2022-09-29,Cardiology,44,33,0.75,4,3,9,9,4
2022-09-29,General Surgery,42,33,0.7857,4,4,9,9,4
2022-09-29,Internal Medicine,64,53,0.8281,6,6,13,13,6
2022-09-29,Neurology,36,29,0.8056,4,4,8,8,12
2022-09-29,Obstetrics,40,28,0.7,4,3,8,8,6
2022-09-29,Oncology,38,32,0.8421,4,4,8,8,7
2022-09-29,Orthopedics,48,34,0.7083,5,5,10,10,3
2022-09-29,Urology,30,22,0.7333,3,3,6,6,6
2022-09-30,Cardiology,44,30,0.6818,4,4,9,9,8
2022-09-30,General Surgery,42,31,0.7381,4,4,9,9,6
2022-09-30,Internal Medicine,64,53,0.8281,6,6,13,12,6
2022-09-30,Neurology,36,28,0.7778,4,4,8,8,5
2022-09-30,Obstetrics,40,27,0.675,4,4,8,8,2
2022-09-30,Oncology,38,29,0.7632,4,4,8,8,6
2022-09-30,Orthopedics,48,33,0.6875,5,5,10,10,9
2022-09-30,Urology,30,21,0.7,3,2,6,6,8
2022-10-01,Cardiology,44,31,0.7045,4,4,9,9,4
2022-10-01,General Surgery,42,30,0.7143,4,4,9,9,7
2022-10-01,Internal Medicine,64,49,0.7656,6,6,13,13,6
2022-10-01,Neurology,36,24,0.6667,4,4,8,8,5
2022-10-01,Obstetrics,40,28,0.7,4,4,8,8,2
2022-10-01,Oncology,38,28,0.7368,4,4,8,8,2
2022-10-01,Orthopedics,48,36,0.75,5,5,10,10,8
2022-10-01,Urology,30,19,0.6333,3,3,6,6,9
2022-10-02,Cardiology,44,29,0.6591,4,4,9,8,7
2022-10-02,General Surgery,42,33,0.7857,4,4,9,9,7
2022-10-02,Internal Medicine,64,56,0.875,6,6,13,13,3
2022-10-02,Neurology,36,28,0.7778,4,4,8,8,8
2022-10-02,Obstetrics,40,27,0.675,4,4,8,8,7
2022-10-02,Oncology,38,32,0.8421,4,4,8,7,6
2022-10-02,Orthopedics,48,32,0.6667,5,5,10,10,4
2022-10-02,Urology,30,21,0.7,3,3,6,6,4
2022-10-03,Cardiology,44,28,0.6364,4,4,9,9,9
2022-10-03,General Surgery,42,29,0.6905,4,4,9,9,8
2022-10-03,Internal Medicine,64,51,0.7969,6,5,13,13,7
2022-10-03,Neurology,36,27,0.75,4,3,8,8,8
2022-10-03,Obstetrics,40,29,0.725,4,4,8,8,2
2022-10-03,Oncology,38,31,0.8158,4,3,8,8,7
2022-10-03,Orthopedics,48,33,0.6875,5,5,10,10,6
2022-10-03,Urology,30,21,0.7,3,3,6,6,9
2022-10-04,Cardiology,44,37,0.8409,4,4,9,9,4
2022-10-04,General Surgery,42,29,0.6905,4,4,9,9,4
2022-10-04,Internal Medicine,64,55,0.8594,6,6,13,13,13
2022-10-04,Neurology,36,27,0.75,4,4,8,8,6
2022-10-04,Obstetrics,40,29,0.725,4,4,8,8,2
2022-10-04,Oncology,38,30,0.7895,4,4,8,7,4
2022-10-04,Orthopedics,48,36,0.75,5,5,10,10,6
2022-10-04,Urology,30,21,0.7,3,3,6,6,3
2022-10-05,Cardiology,44,33,0.75,4,4,9,9,5
2022-10-05,General Surgery,42,30,0.7143,4,4,9,9,9
2022-10-05,Internal Medicine,64,52,0.8125,6,6,13,12,5
2022-10-05,Neurology,36,27,0.75,4,3,8,8,8
2022-10-05,Obstetrics,40,29,0.725,4,4,8,8,5
2022-10-05,Oncology,38,34,0.8947,4,4,8,7,7
2022-10-05,Orthopedics,48,30,0.625,5,5,10,9,3
2022-10-05,Urology,30,24,0.8,3,2,6,6,9
2022-10-06,Cardiology,44,40,0.9091,4,4,9,9,6
2022-10-06,General Surgery,42,32,0.7619,4,4,9,9,4
2022-10-06,Internal Medicine,64,48,0.75,6,6,13,13,6
2022-10-06,Neurology,36,29,0.8056,4,4,8,8,1
2022-10-06,Obstetrics,40,28,0.7,4,4,8,7,2
2022-10-06,Oncology,38,33,0.8684,4,4,8,8,2
2022-10-06,Orthopedics,48,34,0.7083,5,5,10,9,4
2022-10-06,Urology,30,22,0.7333,3,3,6,5,4
2022-10-07,Cardiology,44,36,0.8182,4,4,9,9,7
2022-10-07,General Surgery,42,33,0.7857,4,4,9,9,6
2022-10-07,Internal Medicine,64,53,0.8281,6,6,13,13,18
2022-10-07,Neurology,36,27,0.75,4,4,8,7,9
2022-10-07,Obstetrics,40,29,0.725,4,4,8,8,5
2022-10-07,Oncology,38,33,0.8684,4,4,8,8,3
2022-10-07,Orthopedics,48,33,0.6875,5,5,10,9,3
2022-10-07,Urology,30,23,0.7667,3,3,6,6,8
2022-10-08,Cardiology,44,30,0.6818,4,4,9,9,4
2022-10-08,General Surgery,42,31,0.7381,4,4,9,9,5
2022-10-08,Internal Medicine,64,52,0.8125,6,6,13,13,6
2022-10-08,Neurology,36,28,0.7778,4,4,8,8,12
2022-10-08,Obstetrics,40,28,0.7,4,4,8,8,2
2022-10-08,Oncology,38,29,0.7632,4,4,8,8,6
2022-10-08,Orthopedics,48,34,0.7083,5,5,10,10,5
2022-10-08,Urology,30,23,0.7667,3,3,6,6,5
2022-10-09,Cardiology,44,31,0.7045,4,4,9,9,8
2022-10-09,General Surgery,42,36,0.8571,4,4,9,8,10
2022-10-09,Internal Medicine,64,48,0.75,6,6,13,13,6
2022-10-09,Neurology,36,29,0.8056,4,4,8,8,8
2022-10-09,Obstetrics,40,29,0.725,4,4,8,8,7
2022-10-09,Oncology,38,27,0.7105,4,4,8,8,2
2022-10-09,Orthopedics,48,34,0.7083,5,5,10,10,7
2022-10-09,Urology,30,23,0.7667,3,2,6,6,7
2022-10-10,Cardiology,44,32,0.7273,4,3,9,9,3
2022-10-10,General Surgery,42,34,0.8095,4,4,9,9,5
2022-10-10,Internal Medicine,64,52,0.8125,6,6,13,13,4
2022-10-10,Neurology,36,26,0.7222,4,4,8,8,5
2022-10-10,Obstetrics,40,30,0.75,4,4,8,8,6
2022-10-10,Oncology,38,30,0.7895,4,3,8,8,4
2022-10-10,Orthopedics,48,35,0.7292,5,5,10,10,5
2022-10-10,Urology,30,23,0.7667,3,3,6,6,4
2022-10-11,Cardiology,44,35,0.7955,4,4,9,9,8
2022-10-11,General Surgery,42,31,0.7381,4,4,9,9,3
2022-10-11,Internal Medicine,64,47,0.7344,6,6,13,13,7
2022-10-11,Neurology,36,27,0.75,4,4,8,8,5
2022-10-11,Obstetrics,40,30,0.75,4,4,8,8,7
2022-10-11,Oncology,38,30,0.7895,4,4,8,8,2
2022-10-11,Orthopedics,48,37,0.7708,5,5,10,10,6
2022-10-11,Urology,30,23,0.7667,3,3,6,6,6
2022-10-12,Cardiology,44,32,0.7273,4,3,9,9,5
2022-10-12,General Surgery,42,32,0.7619,4,3,9,9,6
2022-10-12,Internal Medicine,64,57,0.8906,6,6,13,13,6
2022-10-12,Neurology,36,31,0.8611,4,4,8,8,10
2022-10-12,Obstetrics,40,30,0.75,4,4,8,7,3
2022-10-12,Oncology,38,30,0.7895,4,4,8,7,7
2022-10-12,Orthopedics,48,35,0.7292,5,5,10,10,6
2022-10-12,Urology,30,22,0.7333,3,3,6,6,9
2022-10-13,Cardiology,44,36,0.8182,4,4,9,9,6
2022-10-13,General Surgery,42,30,0.7143,4,4,9,9,2
2022-10-13,Internal Medicine,64,47,0.7344,6,6,13,13,4
2022-10-13,Neurology,36,28,0.7778,4,4,8,7,8
2022-10-13,Obstetrics,40,28,0.7,4,4,8,8,5
2022-10-13,Oncology,38,33,0.8684,4,4,8,8,5
2022-10-13,Orthopedics,48,38,0.7917,5,5,10,10,6
2022-10-13,Urology,30,24,0.8,3,3,6,6,4
2022-10-14,Cardiology,44,35,0.7955,4,4,9,9,8
2022-10-14,General Surgery,42,32,0.7619,4,4,9,9,6
2022-10-14,Internal Medicine,64,53,0.8281,6,5,13,13,10
2022-10-14,Neurology,36,25,0.6944,4,4,8,8,8
2022-10-14,Obstetrics,40,29,0.725,4,4,8,8,4
2022-10-14,Oncology,38,31,0.8158,4,4,8,8,2
2022-10-14,Orthopedics,48,34,0.7083,5,5,10,10,4
2022-10-14,Urology,30,23,0.7667,3,3,6,6,5
2022-10-15,Cardiology,44,36,0.8182,4,4,9,9,4
2022-10-15,General Surgery,42,34,0.8095,4,4,9,9,6
2022-10-15,Internal Medicine,64,47,0.7344,6,6,13,13,5
2022-10-15,Neurology,36,30,0.8333,4,4,8,8,4
2022-10-15,Obstetrics,40,27,0.675,4,4,8,8,5
2022-10-15,Oncology,38,30,0.7895,4,4,8,7,3
2022-10-15,Orthopedics,48,33,0.6875,5,5,10,10,8
2022-10-15,Urology,30,21,0.7,3,3,6,6,3
2022-10-16,Cardiology,44,34,0.7727,4,4,9,9,6
2022-10-16,General Surgery,42,31,0.7381,4,4,9,9,5
2022-10-16,Internal Medicine,64,46,0.7188,6,6,13,13,5
2022-10-16,Neurology,36,29,0.8056,4,4,8,8,8
2022-10-16,Obstetrics,40,29,0.725,4,4,8,8,10
2022-10-16,Oncology,38,31,0.8158,4,4,8,7,5
2022-10-16,Orthopedics,48,39,0.8125,5,5,10,9,9
2022-10-16,Urology,30,20,0.6667,3,3,6,6,2
2022-10-17,Cardiology,44,33,0.75,4,4,9,9,4
2022-10-17,General Surgery,42,34,0.8095,4,3,9,9,7
2022-10-17,Internal Medicine,64,53,0.8281,6,6,13,13,6
2022-10-17,Neurology,36,28,0.7778,4,4,8,7,2
2022-10-17,Obstetrics,40,31,0.775,4,4,8,8,7
2022-10-17,Oncology,38,32,0.8421,4,4,8,8,7
2022-10-17,Orthopedics,48,39,0.8125,5,4,10,10,3
2022-10-17,Urology,30,24,0.8,3,2,6,6,8
2022-10-18,Cardiology,44,35,0.7955,4,3,9,9,10
2022-10-18,General Surgery,42,34,0.8095,4,3,9,9,6
2022-10-18,Internal Medicine,64,55,0.8594,6,6,13,13,9
2022-10-18,Neurology,36,25,0.6944,4,4,8,7,5
2022-10-18,Obstetrics,40,25,0.625,4,4,8,8,9
2022-10-18,Oncology,38,29,0.7632,4,3,8,7,5
2022-10-18,Orthopedics,48,34,0.7083,5,5,10,9,6
2022-10-18,Urology,30,22,0.7333,3,3,6,6,2
2022-10-19,Cardiology,44,32,0.7273,4,4,9,9,5
2022-10-19,General Surgery,42,32,0.7619,4,4,9,9,9
2022-10-19,Internal Medicine,64,54,0.8438,6,6,13,13,4
2022-10-19,Neurology,36,28,0.7778,4,4,8,8,8
2022-10-19,Obstetrics,40,30,0.75,4,4,8,8,2
2022-10-19,Oncology,38,31,0.8158,4,4,8,8,8
2022-10-19,Orthopedics,48,33,0.6875,5,5,10,10,4
2022-10-19,Urology,30,22,0.7333,3,3,6,6,2
2022-10-20,Cardiology,44,34,0.7727,4,4,9,9,8
2022-10-20,General Surgery,42,30,0.7143,4,4,9,9,9
2022-10-20,Internal Medicine,64,53,0.8281,6,6,13,13,6
2022-10-20,Neurology,36,30,0.8333,4,4,8,8,4
2022-10-20,Obstetrics,40,27,0.675,4,4,8,7,1
2022-10-20,Oncology,38,33,0.8684,4,4,8,8,8
2022-10-20,Orthopedics,48,35,0.7292,5,5,10,10,6
2022-10-20,Urology,30,22,0.7333,3,3,6,6,3
2022-10-21,Cardiology,44,34,0.7727,4,4,9,9,6
2022-10-21,General Surgery,42,32,0.7619,4,4,9,9,11
2022-10-21,Internal Medicine,64,49,0.7656,6,6,13,12,7
2022-10-21,Neurology,36,27,0.75,4,4,8,8,3
2022-10-21,Obstetrics,40,27,0.675,4,4,8,8,5
2022-10-21,Oncology,38,31,0.8158,4,4,8,8,6
2022-10-21,Orthopedics,48,39,0.8125,5,5,10,10,14
2022-10-21,Urology,30,20,0.6667,3,3,6,6,5
2022-10-22,Cardiology,44,32,0.7273,4,4,9,9,10
2022-10-22,General Surgery,42,31,0.7381,4,3,9,9,7
2022-10-22,Internal Medicine,64,52,0.8125,6,6,13,12,5
2022-10-22,Neurology,36,28,0.7778,4,3,8,8,13
2022-10-22,Obstetrics,40,26,0.65,4,4,8,8,4
2022-10-22,Oncology,38,29,0.7632,4,4,8,8,2
2022-10-22,Orthopedics,48,31,0.6458,5,5,10,10,7
2022-10-22,Urology,30,21,0.7,3,3,6,6,10
2022-10-23,Cardiology,44,32,0.7273,4,4,9,9,10
2022-10-23,General Surgery,42,31,0.7381,4,4,9,9,5
2022-10-23,Internal Medicine,64,54,0.8438,6,6,13,13,5
2022-10-23,Neurology,36,26,0.7222,4,4,8,7,4
2022-10-23,Obstetrics,40,24,0.6,4,4,8,8,2
2022-10-23,Oncology,38,28,0.7368,4,4,8,8,5
2022-10-23,Orthopedics,48,38,0.7917,5,5,10,10,4
2022-10-23,Urology,30,23,0.7667,3,3,6,6,8
2022-10-24,Cardiology,44,33,0.75,4,4,9,9,6
2022-10-24,General Surgery,42,34,0.8095,4,4,9,9,9
2022-10-24,Internal Medicine,64,57,0.8906,6,6,13,13,8
2022-10-24,Neurology,36,26,0.7222,4,4,8,8,3
2022-10-24,Obstetrics,40,26,0.65,4,4,8,8,1
2022-10-24,Oncology,38,32,0.8421,4,4,8,8,5
2022-10-24,Orthopedics,48,38,0.7917,5,5,10,10,5
2022-10-24,Urology,30,24,0.8,3,3,6,6,9
2022-10-25,Cardiology,44,38,0.8636,4,4,9,9,5
2022-10-25,General Surgery,42,33,0.7857,4,4,9,9,7
2022-10-25,Internal Medicine,64,50,0.7812,6,6,13,12,10
2022-10-25,Neurology,36,29,0.8056,4,4,8,8,14
2022-10-25,Obstetrics,40,31,0.775,4,4,8,8,7
2022-10-25,Oncology,38,34,0.8947,4,4,8,8,7
2022-10-25,Orthopedics,48,36,0.75,5,5,10,10,7
2022-10-25,Urology,30,23,0.7667,3,3,6,5,6
2022-10-26,Cardiology,44,36,0.8182,4,4,9,9,7
2022-10-26,General Surgery,42,35,0.8333,4,4,9,9,7
2022-10-26,Internal Medicine,64,54,0.8438,6,6,13,13,7
2022-10-26,Neurology,36,28,0.7778,4,4,8,8,9
2022-10-26,Obstetrics,40,31,0.775,4,4,8,8,4
2022-10-26,Oncology,38,31,0.8158,4,3,8,8,3
2022-10-26,Orthopedics,48,32,0.6667,5,5,10,9,7
2022-10-26,Urology,30,25,0.8333,3,3,6,6,9
2022-10-27,Cardiology,44,35,0.7955,4,4,9,9,10
2022-10-27,General Surgery,42,30,0.7143,4,4,9,9,5
2022-10-27,Internal Medicine,64,54,0.8438,6,6,13,13,7
2022-10-27,Neurology,36,29,0.8056,4,4,8,8,10
2022-10-27,Obstetrics,40,28,0.7,4,4,8,8,7
2022-10-27,Oncology,38,32,0.8421,4,4,8,8,2
2022-10-27,Orthopedics,48,36,0.75,5,5,10,10,8
2022-10-27,Urology,30,22,0.7333,3,3,6,6,10
2022-10-28,Cardiology,44,37,0.8409,4,3,9,9,7
2022-10-28,General Surgery,42,34,0.8095,4,4,9,8,5
2022-10-28,Internal Medicine,64,56,0.875,6,6,13,13,4
2022-10-28,Neurology,36,32,0.8889,4,4,8,8,12
2022-10-28,Obstetrics,40,26,0.65,4,4,8,8,4
2022-10-28,Oncology,38,31,0.8158,4,4,8,8,7
2022-10-28,Orthopedics,48,35,0.7292,5,5,10,10,7
2022-10-28,Urology,30,22,0.7333,3,3,6,6,6
2022-10-29,Cardiology,44,36,0.8182,4,4,9,9,7
2022-10-29,General Surgery,42,33,0.7857,4,4,9,9,5
2022-10-29,Internal Medicine,64,58,0.9062,6,6,13,13,6
2022-10-29,Neurology,36,25,0.6944,4,4,8,8,8
2022-10-29,Obstetrics,40,26,0.65,4,4,8,8,2
2022-10-29,Oncology,38,29,0.7632,4,4,8,8,8
2022-10-29,Orthopedics,48,33,0.6875,5,5,10,10,4
2022-10-29,Urology,30,20,0.6667,3,3,6,6,7
2022-10-30,Cardiology,44,34,0.7727,4,4,9,9,4
2022-10-30,General Surgery,42,32,0.7619,4,4,9,8,5
2022-10-30,Internal Medicine,64,52,0.8125,6,6,13,13,12
2022-10-30,Neurology,36,24,0.6667,4,4,8,8,7
2022-10-30,Obstetrics,40,29,0.725,4,4,8,8,8
2022-10-30,Oncology,38,31,0.8158,4,3,8,8,6
2022-10-30,Orthopedics,48,36,0.75,5,5,10,10,7
2022-10-30,Urology,30,21,0.7,3,3,6,6,0
2022-10-31,Cardiology,44,35,0.7955,4,4,9,9,7
2022-10-31,General Surgery,42,32,0.7619,4,4,9,9,9
2022-10-31,Internal Medicine,64,52,0.8125,6,6,13,13,5
2022-10-31,Neurology,36,27,0.75,4,4,8,8,4
2022-10-31,Obstetrics,40,28,0.7,4,4,8,8,7
2022-10-31,Oncology,38,31,0.8158,4,4,8,8,1
2022-10-31,Orthopedics,48,36,0.75,5,5,10,10,7
2022-10-31,Urology,30,23,0.7667,3,3,6,6,5
2022-11-01,Cardiology,44,37,0.8409,4,4,9,9,11
2022-11-01,General Surgery,42,35,0.8333,4,4,9,9,3
2022-11-01,Internal Medicine,64,53,0.8281,6,6,13,13,8
2022-11-01,Neurology,36,31,0.8611,4,4,8,8,7
2022-11-01,Obstetrics,40,29,0.725,4,4,8,8,2
2022-11-01,Oncology,38,28,0.7368,4,4,8,8,3
2022-11-01,Orthopedics,48,34,0.7083,5,5,10,10,7
2022-11-01,Urology,30,23,0.7667,3,3,6,6,3
2022-11-02,Cardiology,44,32,0.7273,4,4,9,9,14
2022-11-02,General Surgery,42,35,0.8333,4,4,9,9,7
2022-11-02,Internal Medicine,64,56,0.875,6,6,13,13,5
2022-11-02,Neurology,36,29,0.8056,4,3,8,8,6
2022-11-02,Obstetrics,40,31,0.775,4,4,8,8,2
2022-11-02,Oncology,38,30,0.7895,4,4,8,7,5
2022-11-02,Orthopedics,48,33,0.6875,5,5,10,10,9
2022-11-02,Urology,30,24,0.8,3,3,6,6,8
2022-11-03,Cardiology,44,32,0.7273,4,4,9,9,14
2022-11-03,General Surgery,42,36,0.8571,4,4,9,9,8
2022-11-03,Internal Medicine,64,59,0.9219,6,6,13,13,6
2022-11-03,Neurology,36,30,0.8333,4,4,8,8,4
2022-11-03,Obstetrics,40,31,0.775,4,4,8,8,4
2022-11-03,Oncology,38,30,0.7895,4,4,8,8,6
2022-11-03,Orthopedics,48,37,0.7708,5,5,10,10,3
2022-11-03,Urology,30,23,0.7667,3,3,6,6,3
2022-11-04,Cardiology,44,38,0.8636,4,4,9,9,9
2022-11-04,General Surgery,42,33,0.7857,4,4,9,9,10
2022-11-04,Internal Medicine,64,54,0.8438,6,6,13,13,3
2022-11-04,Neurology,36,29,0.8056,4,4,8,8,2
2022-11-04,Obstetrics,40,30,0.75,4,4,8,8,5
2022-11-04,Oncology,38,32,0.8421,4,4,8,8,2
2022-11-04,Orthopedics,48,39,0.8125,5,5,10,10,6
2022-11-04,Urology,30,23,0.7667,3,3,6,5,8
2022-11-05,Cardiology,44,34,0.7727,4,4,9,9,4
2022-11-05,General Surgery,42,33,0.7857,4,4,9,9,6
2022-11-05,Internal Medicine,64,50,0.7812,6,6,13,13,8
2022-11-05,Neurology,36,27,0.75,4,3,8,8,5
2022-11-05,Obstetrics,40,29,0.725,4,4,8,8,7
2022-11-05,Oncology,38,32,0.8421,4,4,8,8,6
2022-11-05,Orthopedics,48,35,0.7292,5,5,10,10,3
2022-11-05,Urology,30,20,0.6667,3,2,6,5,2
2022-11-06,Cardiology,44,30,0.6818,4,4,9,9,5
2022-11-06,General Surgery,42,34,0.8095,4,4,9,9,13
2022-11-06,Internal Medicine,64,55,0.8594,6,6,13,13,8
2022-11-06,Neurology,36,28,0.7778,4,4,8,8,5
2022-11-06,Obstetrics,40,26,0.65,4,4,8,8,6
2022-11-06,Oncology,38,30,0.7895,4,4,8,8,5
2022-11-06,Orthopedics,48,36,0.75,5,5,10,9,5
2022-11-06,Urology,30,21,0.7,3,3,6,6,7
2022-11-07,Cardiology,44,35,0.7955,4,4,9,9,6
2022-11-07,General Surgery,42,33,0.7857,4,4,9,9,3
2022-11-07,Internal Medicine,64,55,0.8594,6,5,13,12,6
2022-11-07,Neurology,36,27,0.75,4,4,8,7,3
2022-11-07,Obstetrics,40,27,0.675,4,4,8,7,7
2022-11-07,Oncology,38,33,0.8684,4,4,8,8,4
2022-11-07,Orthopedics,48,34,0.7083,5,5,10,10,6
2022-11-07,Urology,30,23,0.7667,3,3,6,6,4
2022-11-08,Cardiology,44,35,0.7955,4,4,9,9,10
2022-11-08,General Surgery,42,33,0.7857,4,4,9,9,7
2022-11-08,Internal Medicine,64,52,0.8125,6,6,13,13,7
2022-11-08,Neurology,36,27,0.75,4,4,8,8,3
2022-11-08,Obstetrics,40,30,0.75,4,4,8,8,5
2022-11-08,Oncology,38,33,0.8684,4,4,8,7,4
2022-11-08,Orthopedics,48,38,0.7917,5,5,10,10,7
2022-11-08,Urology,30,23,0.7667,3,3,6,5,7
2022-11-09,Cardiology,44,38,0.8636,4,4,9,9,9
2022-11-09,General Surgery,42,33,0.7857,4,4,9,9,4
2022-11-09,Internal Medicine,64,48,0.75,6,6,13,13,9
2022-11-09,Neurology,36,25,0.6944,4,4,8,8,5
2022-11-09,Obstetrics,40,30,0.75,4,4,8,8,5
2022-11-09,Oncology,38,35,0.9211,4,4,8,8,5
2022-11-09,Orthopedics,48,36,0.75,5,5,10,9,2
2022-11-09,Urology,30,23,0.7667,3,3,6,5,7
2022-11-10,Cardiology,44,34,0.7727,4,4,9,9,7
2022-11-10,General Surgery,42,37,0.881,4,3,9,9,4
2022-11-10,Internal Medicine,64,62,0.9688,6,6,13,12,7
2022-11-10,Neurology,36,26,0.7222,4,4,8,8,7
2022-11-10,Obstetrics,40,29,0.725,4,4,8,8,7
2022-11-10,Oncology,38,34,0.8947,4,4,8,8,9
2022-11-10,Orthopedics,48,35,0.7292,5,5,10,10,2
2022-11-10,Urology,30,23,0.7667,3,3,6,6,5
2022-11-11,Cardiology,44,37,0.8409,4,4,9,9,7
2022-11-11,General Surgery,42,33,0.7857,4,4,9,9,8
2022-11-11,Internal Medicine,64,54,0.8438,6,6,13,13,5
2022-11-11,Neurology,36,27,0.75,4,4,8,8,10
2022-11-11,Obstetrics,40,29,0.725,4,4,8,8,5
2022-11-11,Oncology,38,31,0.8158,4,4,8,8,5
2022-11-11,Orthopedics,48,36,0.75,5,5,10,9,9
2022-11-11,Urology,30,24,0.8,3,3,6,6,7
2022-11-12,Cardiology,44,33,0.75,4,4,9,9,7
2022-11-12,General Surgery,42,31,0.7381,4,4,9,8,4
2022-11-12,Internal Medicine,64,51,0.7969,6,6,13,13,4
2022-11-12,Neurology,36,23,0.6389,4,4,8,8,6
2022-11-12,Obstetrics,40,26,0.65,4,4,8,8,11
2022-11-12,Oncology,38,32,0.8421,4,4,8,8,4
2022-11-12,Orthopedics,48,37,0.7708,5,5,10,10,4
2022-11-12,Urology,30,21,0.7,3,3,6,6,4
2022-11-13,Cardiology,44,32,0.7273,4,4,9,9,9
2022-11-13,General Surgery,42,35,0.8333,4,4,9,9,8
2022-11-13,Internal Medicine,64,48,0.75,6,6,13,13,3
2022-11-13,Neurology,36,29,0.8056,4,4,8,8,8
2022-11-13,Obstetrics,40,29,0.725,4,4,8,8,7
2022-11-13,Oncology,38,31,0.8158,4,4,8,8,8
2022-11-13,Orthopedics,48,34,0.7083,5,5,10,10,3
2022-11-13,Urology,30,23,0.7667,3,3,6,6,4
2022-11-14,Cardiology,44,40,0.9091,4,4,9,9,9
2022-11-14,General Surgery,42,33,0.7857,4,4,9,9,9
2022-11-14,Internal Medicine,64,53,0.8281,6,6,13,13,7
2022-11-14,Neurology,36,28,0.7778,4,4,8,8,6
2022-11-14,Obstetrics,40,30,0.75,4,4,8,8,3
2022-11-14,Oncology,38,34,0.8947,4,4,8,8,5
2022-11-14,Orthopedics,48,33,0.6875,5,5,10,10,5
2022-11-14,Urology,30,21,0.7,3,3,6,6,2
2022-11-15,Cardiology,44,37,0.8409,4,4,9,9,3
2022-11-15,General Surgery,42,37,0.881,4,4,9,8,2
